Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.2	Dst2	0	dev[4]=net(0,4-2)	InData	0	0
0.2	Dst2	0	dev[4]=net(0,4-2)	OutData	16	20.0625
0.2	Dst2	0	dev[4]=net(0,4-2)	DropData	0	0
0.2	Dst2	1	dev=local(1)	InInterests	0	0
0.2	Dst2	1	dev=local(1)	OutInterests	16	0.4375
0.2	Dst2	1	dev=local(1)	DropInterests	0	0
0.2	Dst2	1	dev=local(1)	InNacks	0	0
0.2	Dst2	1	dev=local(1)	OutNacks	0	0
0.2	Dst2	1	dev=local(1)	DropNacks	0	0
0.2	Dst2	1	dev=local(1)	InData	16	0
0.2	Dst2	1	dev=local(1)	OutData	0	0
0.2	Dst2	1	dev=local(1)	DropData	0	0
0.2	Dst2	-1	all	SatisfiedInterests	16	0
0.2	Dst2	-1	all	TimedOutInterests	0	0
