Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.2	Rtr2	2	dev[3]=net(2,5-3)	InData	1.6	2.00469	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	OutData	0	0	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	DropData	0	0	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	InSatisfiedInterests	0	0	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	InTimedOutInterests	0	0	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	OutSatisfiedInterests	1.6	0	0	0
0.2	Rtr2	2	dev[3]=net(2,5-3)	OutTimedOutInterests	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	InInterests	9.6	0.259375	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	OutInterests	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	DropInterests	6.4	0.175	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	InNacks	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	OutNacks	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	DropNacks	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	InData	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	OutData	3.2	4.00937	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	DropData	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	InSatisfiedInterests	3.2	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	InTimedOutInterests	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	OutSatisfiedInterests	0	0	0	0
0.2	Rtr2	0	dev[3]=net(0,2-3)	OutTimedOutInterests	0	0	0	0
0.2	Rtr2	-1	all	SatisfiedInterests	3.2	0	0	0
0.2	Rtr2	-1	all	TimedOutInterests	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	InInterests	1.6	0.0421875	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	OutInterests	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	DropInterests	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	InNacks	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	OutNacks	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	DropNacks	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	InData	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	OutData	1.6	2.00469	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	DropData	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	InSatisfiedInterests	1.6	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	InTimedOutInterests	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	OutSatisfiedInterests	0	0	0	0
0.2	Dst1	0	dev[4]=net(0,4-3)	OutTimedOutInterests	0	0	0	0
0.2	Dst1	1	dev=local(1)	InInterests	0	0	0	0
0.2	Dst1	1	dev=local(1)	OutInterests	1.6	0.0421875	0	0
0.2	Dst1	1	dev=local(1)	DropInterests	0	0	0	0
