Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes
0.1	Rtr1	0	dev[5]=net(0,0-5)	OutNacks	0	0
0.1	Rtr1	0	dev[5]=net(0,0-5)	DropNacks	0	0
0.1	Rtr1	0	dev[5]=net(0,0-5)	InData	0	0
0.1	Rtr1	0	dev[5]=net(0,0-5)	OutData	18	22.5693
0.1	Rtr1	0	dev[5]=net(0,0-5)	DropData	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	InInterests	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	OutInterests	20	0.545898
0.1	Rtr1	1	dev[5]=net(1,5-10)	DropInterests	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	InNacks	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	OutNacks	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	DropNacks	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	InData	18	22.5693
0.1	Rtr1	1	dev[5]=net(1,5-10)	OutData	0	0
0.1	Rtr1	1	dev[5]=net(1,5-10)	DropData	0	0
0.1	Rtr1	-1	all	SatisfiedInterests	18	0
0.1	Rtr1	-1	all	TimedOutInterests	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	InInterests	20	0.545898
0.1	Rtr2	1	dev[6]=net(1,1-6)	OutInterests	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	DropInterests	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	InNacks	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	OutNacks	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	DropNacks	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	InData	0	0
0.1	Rtr2	1	dev[6]=net(1,1-6)	OutData	19	23.8232
0.1	Rtr2	1	dev[6]=net(1,1-6)	DropData	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	InInterests	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	OutInterests	20	0.545898
0.1	Rtr2	2	dev[6]=net(2,6-10)	DropInterests	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	InNacks	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	OutNacks	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	DropNacks	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	InData	19	23.8232
0.1	Rtr2	2	dev[6]=net(2,6-10)	OutData	0	0
0.1	Rtr2	2	dev[6]=net(2,6-10)	DropData	0	0
0.1	Rtr2	-1	all	SatisfiedInterests	19	0
0.1	Rtr2	-1	all	TimedOutInterests	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	InInterests	20	0.545898
0.1	Rtr3	1	dev[7]=net(1,2-7)	OutInterests	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	DropInterests	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	InNacks	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	OutNacks	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	DropNacks	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	InData	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	OutData	0	0
0.1	Rtr3	1	dev[7]=net(1,2-7)	DropData	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	InInterests	0	0
0.1	Rtr3	2	dev[7]=net(2,7-10)	OutInterests	20	0.545898
0.1	Rtr3	2	dev[7]=net(2,7-10)	DropInterests	0	0
